SST,access_cm2,cams_csm1_0,canesm5_canoe,cesm2,ciesm,cmcc_cm2_sr5,cmcc_esm2,cnrm_cm6_1,cnrm_cm6_1_hr,cnrm_esm2_1,ec_earth3_cc,fgoals_f3_l,fgoals_g3,fio_esm_2_0,hadgem3_gc31_ll,ipsl_cm6a_lr,kiost_esm,mcm_ua_1_0,miroc_es2l,miroc6,nesm3,noresm2_lm,noresm2_mm,ukesm1_0_ll
-1.0,952311.9520692157,1245344.3375513277,1140598.2219247348,1035273.1333923015,655536.0759344173,856712.6403327856,903181.7514102514,987995.0736160639,886370.5155956204,787166.1318358092,699723.7677316233,1145686.851016395,1352912.5027879947,902530.047778908,809516.0788781552,886159.3842461777,890980.7045226585,668243.173696341,564330.4573582447,527467.5760908199,1143211.6337295212,1256699.220280799,1237776.6845508995,938441.9423781236
-0.75,1042262.0610739986,1083024.7447344025,1133094.9814042358,1012282.7972097361,650083.1344102549,931679.3283284252,977536.5635315343,968339.5449560808,878713.0389286532,776125.7914856148,666335.9335397554,1080674.8564431705,1242245.3222929384,889557.374146653,808018.3299217621,803675.0021279003,1247480.9365811963,723087.2924750574,531135.0879244244,544823.051048268,1147515.7014140596,1130945.1879755512,1152335.1054811515,929610.0198969877
-0.5,978890.9455468294,1065429.2243843793,1157133.3203300526,1047993.5440929803,645129.0338182757,1020917.7223858129,1082215.0466439382,970271.8820322951,878158.8710100958,799032.7687977101,674142.5205541993,1052244.3683916512,1178706.7604386336,913518.3385636535,836421.4653996626,775928.334002036,1035915.3163530321,768819.2676664627,516572.53141344676,582569.3577126228,1198940.2729062708,1097220.9095386772,1138660.467217384,969065.2372765632
-0.25,940070.8871250116,1022136.1584575534,1165652.2633337865,1076402.0051773498,657049.1920921387,1113837.2231611195,1189864.667920631,998822.7039134863,886164.1467207689,835023.7377195087,692160.8436765923,1038427.8835792181,1152662.3451350639,934542.3918868159,885654.2905664733,776827.2449130289,1068307.117922223,794860.6338662198,515562.97864460223,623805.5160745401,1236550.213114771,1088638.197707357,1163512.8547067172,1016513.4392817147
0.0,945076.9015133436,1022772.0811688979,1173076.3006017064,1120689.6360087828,675479.5239657796,1204856.3978248653,1282354.3190871603,1013775.1696055983,902933.159024533,875336.6420852018,719773.3077838258,1035616.0493012811,1133889.610087561,951599.7506982521,923845.525411689,788416.2361223662,1119002.49709634,776539.4038944931,522093.6915900599,671215.1310974739,1281796.1574595661,1114459.8416334353,1184123.849691232,1059896.0910318007
0.25,947404.4159067218,1036271.5813288768,1173329.2183428858,1129257.0459926273,701992.6921223854,1287546.16450559,1331348.0575841467,1041579.28264701,912284.4079123591,913120.1862208482,743289.6203720714,1050425.6194547992,1118976.39323262,971261.363207156,959089.8595238617,800525.0943779584,1176032.603181142,807931.9603434296,543905.0662745093,737530.484218937,1331896.2334832929,1149839.346130411,1230932.9464961002,1084662.9958310344
0.5,978471.4187278567,1060737.4316603064,1196966.812930461,1135872.4760169622,726150.5580446251,1353541.8633580822,1388056.0409991145,1073510.425723271,918239.7989579547,953418.3009845054,772440.6400880759,1074223.3781465003,1154017.2232825938,994785.3040128694,1016532.3278601224,820602.6640293346,1261034.399183082,795033.3333152533,586711.6943946084,801795.7751912258,1390119.1826249543,1194131.5587258122,1274034.0126779117,1117172.918697711
0.75,1028709.7197326602,1090338.6100609223,1219527.6551680819,1166692.5201875009,744779.1057319804,1384895.309435458,1458188.7351081083,1089464.7270489677,949944.2051591476,975437.3897253203,808752.4742072352,1077559.7312084364,1161111.4387792964,1034511.2099978852,1063798.4583521034,839806.3624580015,1344548.0065263943,822247.3144124927,613996.7696661444,844650.8328838673,1438678.0044815722,1243079.796948505,1297041.998070092,1124569.7682086446
1.0,1084222.1311733976,1117642.0480629723,1205243.007528493,1177132.8324083344,770496.370933419,1428011.2695680857,1481484.5603436846,1117111.9343995687,984816.9789596001,1005815.292379708,835366.5736063394,1090407.4350323714,1194757.1088933367,1074537.9408496364,1087869.1744966218,874269.4625368443,1427964.106848825,866935.8037162622,687847.0790584539,945393.6821983998,1554499.239205411,1281455.2665209193,1310279.434186686,1143301.5923566313
1.25,1119398.556125724,1148442.5655581118,1203643.207974954,1189345.0379322225,808115.4238476844,1471786.4218960025,1505991.5332081136,1154729.9170402614,1013590.3195231972,1045820.1037118724,853281.2611511638,1115492.4708728536,1257852.6223342058,1122569.9259688782,1109810.503553936,907216.9024818667,1493944.1359691874,876874.3293225549,772087.8976077238,1157646.7669152075,1569693.518736944,1327435.4548499729,1338300.5848193096,1151381.1277351489
1.5,1149318.6091848973,1189362.0939712923,1204821.6224962256,1193689.0567334204,854246.835371115,1493801.0955118013,1536238.632212498,1180876.577976281,1060529.5222685735,1081542.5229592577,875009.6540707097,1140394.3960858693,1277054.755069198,1161752.5772908167,1125677.286532738,950150.7157612786,1556547.9325415294,921742.4237984491,831271.9336574746,1216093.5855549392,1576455.930209008,1338242.836789272,1356276.4719204144,1174844.2004895932
1.75,1146302.896221728,1264265.968415177,1198824.1876243209,1207961.7014317694,885657.6259089112,1505275.197738185,1548416.7432294074,1216431.1014042406,1099810.3083133409,1107275.1936293226,888966.2438304496,1167995.4203646365,1285032.9988016433,1195144.295198343,1153425.7066962756,997570.2961225077,1608268.3315152074,949730.6125808051,908016.6848799387,1214160.213034962,1591340.85258235,1335045.5762093717,1364596.1046731435,1208892.1163676255
2.0,1158966.2967325195,1331265.5886717837,1183591.8785151965,1241691.787633914,931627.9839828267,1510432.5115912287,1545861.355451631,1274895.3612468098,1126662.884259195,1126366.3895731622,916596.0998999061,1195716.7179915868,1291189.6236368308,1231041.387907628,1195405.5399563313,1050094.7224247744,1631086.0814977703,961585.2530903383,935353.7246899677,1218818.6068698277,1604938.9100201312,1351199.820065867,1367377.5301490335,1243273.9744686466
2.25,1179864.661262245,1393953.907125807,1168421.8902936776,1272707.4671772646,979386.596872821,1524351.4478184779,1510657.556281162,1323568.8279521647,1167190.6414609859,1148735.4015679287,928494.4120400964,1226191.4881670945,1313905.2988592784,1272038.640568968,1258186.5480987376,1093557.5495332768,1601856.4055914553,1004879.1136987137,993194.4058820334,1273165.8875193414,1665593.0210457714,1361940.3657063788,1392555.4951845154,1280028.1797625874
2.5,1197321.115999742,1489212.080142796,1148940.486617045,1303354.1390641097,1026563.1706097741,1491514.982431036,1468437.580276854,1347000.6521799709,1201516.127793377,1184356.8598169126,954482.1743739988,1247455.8577727512,1323340.7613841041,1308800.2733740916,1305894.9425028851,1154071.150914828,1583096.1331398776,1041463.2649254727,1034417.3786852035,1330328.3769973444,1702234.145465497,1382898.2528049008,1400682.4342793045,1339968.1751622322
2.75,1220743.7964781704,1529781.768982013,1143223.2371755512,1339812.4551660183,1083633.1224679586,1453092.4708018159,1460452.5221605916,1383700.6670129444,1233906.811772827,1218400.5255778162,981745.3072966409,1291618.946311145,1344133.6970045494,1351878.9242775007,1329995.93686572,1211953.5081770925,1573234.1434410848,1099289.389419953,1104861.082937927,1388569.3849505223,1709511.7655791442,1385180.7484858686,1417767.8261908547,1377825.4489678326
3.0,1237947.7250872597,1559846.9777389287,1132871.7558604516,1381741.3084054354,1134983.158545187,1416263.4320718988,1428436.483114918,1393306.0984785268,1280413.6548355024,1270952.9134769873,1015283.3607180371,1356103.4287248668,1322425.0609674237,1399080.2390335544,1353090.8405201146,1282142.3670204335,1570580.4644663983,1142226.76478404,1176025.7865263477,1421426.8545604835,1710863.604804487,1419775.7246592694,1448459.5060804612,1389617.5900997573
3.25,1277132.5659096818,1577999.4704311849,1132692.6947458223,1399891.278228832,1209957.109591697,1388166.1212424077,1388823.333049514,1419405.7821839578,1320857.165551955,1316681.5379445443,1060651.3114916773,1381516.0684628487,1302858.2842398123,1438477.9835627151,1392323.3493940253,1324283.6643210938,1565850.9371315278,1183520.682661331,1233620.660756104,1475708.0143076,1678100.2671264808,1422006.495142915,1470602.7340052128,1396132.540883104
3.5,1307852.553748037,1664029.5983813843,1122829.1011273211,1446360.7746399967,1256093.9795845097,1367265.9563149323,1370680.562956037,1457283.8389906667,1364485.4684675895,1352543.335813732,1101114.9737171729,1407048.5528333837,1276765.902518359,1466355.5426972057,1422992.451886849,1377897.7726179506,1571028.252830556,1211768.0931596973,1322610.8134813525,1502787.7642056942,1680328.5699991458,1405121.4195672888,1452177.575477694,1412845.2148936589
3.75,1363922.1507643787,1658579.3541058938,1124693.8402673982,1469182.317751805,1319663.7580462948,1352692.0092079784,1348481.6643130851,1461520.3693138324,1407124.5018906377,1402176.2884484492,1142535.9357572217,1422099.4956851655,1273127.2205464623,1482787.1889673942,1452941.7713575652,1406205.3185736195,1574669.7700450493,1206772.877607873,1378148.7043556373,1541645.336328539,1677925.8848127236,1399820.7748801925,1462177.4922096946,1432295.0547846737
4.0,1383066.1729616325,1669676.607106924,1152051.070234436,1492188.4430118112,1394056.4983380851,1328715.5461187218,1349630.9690682094,1472162.5133515054,1472839.3899557085,1419996.257378954,1197208.2406088295,1464085.0428966898,1260441.896512689,1492560.4286718224,1485612.3859125338,1488866.160885977,1568138.7458740075,1155040.1721642883,1431847.9299266266,1586886.030217597,1652374.747863459,1433703.233242006,1496420.5853181174,1424068.5444204446
4.25,1416639.8190632155,1695465.8827741304,1155733.678916765,1518736.8893246073,1453719.8804548725,1336530.138469176,1364598.6367570343,1484534.6899181062,1528019.38861386,1458388.0263359114,1262191.3389355992,1484757.245746728,1252980.633684852,1512255.0097225218,1510340.1735185275,1562543.72369405,1588245.8402867462,1229247.312738852,1495038.4616934604,1612600.913734241,1633017.3413889047,1420252.933686914,1478086.1096818086,1429048.676090161
4.5,1458933.977301027,1665493.1381936232,1177102.7387238198,1544642.6209062664,1512804.01927689,1319161.4327071218,1388733.1984729117,1481604.689894257,1569889.341782447,1474991.464296601,1322094.671597181,1491833.2656762095,1256498.0932518786,1529558.7858967637,1505096.374180223,1613867.445469625,1620437.5301577467,1232339.1073060469,1519623.4192482017,1656023.600177837,1628661.9795695797,1400998.1680021936,1447863.0866236398,1424617.4320763675
4.75,1469369.1843032476,1681407.4094533047,1207881.3702330517,1558386.3378122575,1569817.7862154678,1339958.2370591091,1393480.7992405314,1502087.1550578421,1591483.719581799,1492265.2482999093,1333940.2277533826,1503226.408320846,1260663.064218326,1539727.3072073748,1471505.508418437,1648060.0184877208,1612254.900678714,1202701.0999740977,1589402.234287735,1723286.858470989,1611901.4276192188,1397512.3383359693,1434404.8188456406,1420367.1268240972
5.0,1490952.083448439,1701079.7789613644,1214081.5446542539,1582979.7034749263,1641742.5596413286,1349697.049583948,1412191.0936591264,1522860.063566851,1607570.1643116546,1502597.6271209645,1354129.9733971502,1535785.6757066827,1265780.580120708,1570313.7963546044,1454832.9027532954,1633095.7862549261,1601257.4636343103,1201270.3979793245,1647673.07059275,1757895.1646337726,1609994.5490321536,1410513.4286988792,1428560.8387172655,1414121.624319835
5.25,1503128.0825936073,1706279.8834049304,1252835.9942938127,1610458.0702559876,1687211.0688662096,1397115.8372850562,1446767.067797733,1539451.5218714946,1624918.6773947368,1544143.8885564876,1369921.8485280818,1553625.5799255155,1298440.4403836078,1588765.7481520753,1465221.905221968,1627451.2431788084,1610018.4434065025,1202587.1365961235,1690382.594766653,1770034.3200430437,1602972.6754369014,1384728.6483953649,1443110.1233766512,1418130.9391511353
5.5,1540708.2465548732,1676722.810933153,1277379.1035782136,1629012.5394932285,1757424.5997044535,1411917.656933546,1470798.7288536737,1564307.861222708,1640683.427440889,1563553.8718992218,1422641.7106260243,1553070.84379837,1335314.5431505768,1596691.1791137203,1484483.9566636158,1662094.6130687757,1634953.5985587365,1173341.6855161767,1736924.2874357917,1752124.3081378937,1606616.6275762862,1353749.1452066249,1414794.488355615,1432803.4620797418
5.75,1572198.4324393056,1650666.8332790215,1315278.0972464157,1646537.25108932,1801618.7746047468,1417419.1825086132,1528145.9397426157,1584910.0019526482,1653462.1925381604,1619587.015177857,1466307.9372473413,1579505.304752646,1349670.301080328,1615529.786243352,1474638.6256981618,1679833.97917236,1653947.9516492179,1203302.9459963278,1793447.9022240639,1753350.7142034587,1606698.0584340384,1374505.7375020115,1400648.596303398,1455949.7416216389
6.0,1603665.421432459,1671289.594783012,1361078.9116127924,1656896.54547924,1853706.401019826,1460749.6532524137,1535395.0458605723,1614356.9541367907,1687819.841041406,1673015.111297174,1523067.0730960947,1586367.4715694515,1360501.3153132237,1629210.113164974,1482145.3452712623,1709313.1241706284,1666416.0703838305,1192757.8755935177,1826665.20576701,1767423.1759739933,1651684.16527587,1385999.4934066208,1439346.2304305308,1489284.2309696241
6.25,1608008.094313448,1676118.615859588,1396128.344062957,1663200.5670194698,1893763.173156124,1455295.1663685495,1539253.3440417666,1622624.3642331688,1732128.886202256,1714782.9071026787,1578071.9555101467,1628859.6172228653,1369921.5138621258,1652439.8639484607,1493967.240566846,1741562.214162032,1695688.3605244304,1204878.2630003293,1858436.007541259,1780451.3797355203,1667318.8170602971,1441337.942829869,1460199.477772366,1494711.933069352
6.5,1645783.8982370044,1687489.6113778672,1425094.1014275406,1669969.373017759,1934186.5341007637,1485239.9386856772,1558600.3381751594,1639348.5103942843,1768957.6750625987,1754759.2779074076,1620053.4814548348,1632190.2392053532,1331877.4718128045,1645606.3329643842,1491183.7962621197,1740445.3658668634,1725897.5464556434,1272622.5608489802,1903472.117424358,1779549.342274001,1665514.9012744643,1444971.1772557895,1467094.5602951483,1504396.349773407
6.75,1664669.9969326728,1645457.0302899121,1421068.9890677568,1690381.6708789377,1928356.064257665,1483935.0591280605,1535385.7371990609,1668713.3847924,1801034.52004713,1788218.9387562203,1637950.012705644,1602176.8220936386,1371302.765514829,1643450.3702307397,1500756.1182468804,1740362.7785398527,1729151.6833128785,1277366.6586529198,1909037.6898915984,1809670.3346866623,1625462.9650645256,1432074.938243064,1523235.823886929,1533229.293783643
7.0,1659216.0939731237,1634823.2891097388,1439661.717093381,1691700.589392691,1916293.4613900979,1524786.0127635002,1544391.508911104,1660097.2722640615,1854683.4160869482,1820928.456822258,1638315.319523797,1614345.6959533836,1383249.469552358,1643341.9078113888,1518315.086214181,1708814.8693783428,1732984.827516758,1312931.8728107684,1941002.3562961346,1815083.0058583997,1620277.1337721276,1410958.3867865114,1522674.012114084,1534710.4604396243
7.25,1694061.8259275393,1628416.04611667,1454029.9612505436,1703994.9236879998,1925103.7704417994,1534107.653719295,1529144.52967755,1658597.4564536847,1898572.2437006417,1815113.68064444,1642780.0026358184,1599154.1239868293,1404506.118612087,1645743.979442741,1546989.255102432,1704132.4203934597,1712241.048690897,1309447.9765554704,1970753.7714338663,1841899.724835815,1574284.4489155537,1404962.832978198,1499402.1155929854,1518459.8810962548
7.5,1715729.3127231381,1596007.7541444143,1477899.5535961208,1684503.9600227745,1922528.9739025577,1550075.6877950393,1535009.7198024662,1655000.700325164,1900336.4679389866,1818333.3775432543,1644433.1328602703,1588815.1598139603,1409352.5379529865,1629106.5800630685,1567786.550044067,1724326.792359706,1694977.1004377857,1303940.8998345318,1975684.5016675645,1852646.403848901,1574693.0418030566,1418560.7976698154,1470047.8257230918,1521856.432971362
7.75,1745638.399224173,1625195.8913338343,1527563.3714984981,1662023.883838892,1896340.8122398348,1564585.7451528201,1543550.9306552121,1672056.2939395905,1895597.6020950694,1817567.8970082167,1637586.037748763,1605068.4857344555,1436559.1042983604,1640626.786747246,1568828.5694196152,1711084.5605903394,1674929.025547851,1291624.5358636957,2016833.7860633172,1877332.7217631123,1555424.8911651843,1463074.1796542588,1498326.4933459687,1536366.1583473322
8.0,1698030.8763068805,1593860.6838815531,1568126.104775371,1648657.0855936066,1851590.4641671036,1559306.7407145067,1540948.757674022,1649379.7375360185,1901255.1696262432,1813301.744222128,1665884.8295872356,1620065.315643,1480308.54770435,1631441.908849485,1590527.121982437,1732689.1002387928,1676998.0329680154,1346957.5512375038,2006343.6814089254,1843625.6607147346,1553000.8083282963,1511528.2595363893,1544097.6790427007,1554110.7203698447
8.25,1674324.7841495601,1617281.0564103285,1588000.6528682492,1615895.207761201,1804993.0178468805,1553836.5288844903,1566352.7582168146,1626992.687706391,1909362.7218452946,1838805.9224336147,1661125.4327234789,1594040.1731247036,1484143.2982248105,1624818.0954879704,1624344.1858320453,1720267.2446389054,1661672.3457598975,1392159.4913854671,2015109.0902216001,1840935.3808308153,1529752.456467354,1540860.896077792,1621184.1191240512,1582731.9027611776
8.5,1662499.7461598497,1640700.724956417,1594691.627132488,1612450.5386091725,1793726.5119422928,1570039.779304685,1555847.1346386129,1629754.887891206,1927574.3024532795,1806566.2762133786,1661100.37415011,1590068.2907484083,1514662.3150145647,1617232.4603105602,1638293.0614399044,1714353.2533245736,1653692.5598081965,1426136.8555134789,2032634.7838366537,1853491.3546847287,1512206.6567027352,1549002.4870457216,1656489.4686566554,1635201.2861448056
8.75,1682851.8464548371,1634313.6839039645,1611441.296790412,1593431.96325581,1763080.017264778,1570183.1521642858,1581956.0290021175,1610673.2120885705,1931437.0223511348,1800603.4968183402,1657161.5273728515,1599725.781233513,1542630.7506271855,1613950.179996346,1661163.0872493873,1705477.376054836,1666199.8513447877,1432726.759966713,2022775.4162895896,1863239.5552878669,1474068.651754177,1537600.8471027722,1664649.608487158,1631293.5260319277
9.0,1661775.5724493084,1651973.8897830646,1614138.4235666736,1581081.6747495478,1751553.278203148,1604982.9013647456,1599944.416945024,1585901.9156375653,1923705.8688284121,1761248.0623111147,1663397.0282406085,1605245.3614072367,1566151.6919830062,1618799.679423289,1682046.0123956997,1726826.7092419825,1628148.3129878188,1455377.1652095679,2031898.4779323158,1911107.5910774288,1488545.3599060664,1514269.8831626286,1652602.7587037953,1637731.6383358783
9.25,1647917.975070838,1640516.674475956,1617980.7424499483,1574481.4310456624,1724012.7619969195,1606226.4209288396,1586154.736396226,1603154.0129826574,1938528.6891220121,1748521.4369050083,1667249.8627891901,1613079.5480600125,1570580.8838006076,1611754.890240987,1665961.7619916599,1725179.8281531478,1619719.1252991504,1482819.9667068105,2055218.8614857125,1913666.5383372018,1450715.9159434203,1507145.9223277208,1624431.570379214,1643797.5418647854
9.5,1638869.08865657,1669875.8224066575,1649382.5032100677,1546254.0688615134,1707309.728888526,1603251.8790244334,1617726.0462905278,1604626.368050243,1944949.2534151077,1723700.937607635,1660466.8036680005,1619149.3981684484,1571932.8015240033,1609552.7434782116,1668590.948509592,1732260.7444237361,1568284.8884593502,1463573.8800247945,2053798.4123898274,1898662.95705291,1468531.6768284854,1517666.5829413875,1611187.17574436,1640910.7223542097
9.75,1611181.6540398598,1657543.8724182765,1647957.3671063222,1542506.428465771,1703046.8362714306,1603714.775036884,1609303.8293400388,1613509.2062023191,1927004.9551735357,1695926.5242071874,1670806.5167314645,1611614.525997234,1526498.8500768056,1636759.2976744247,1676823.107687618,1737816.353186434,1582586.481471972,1468721.7632158452,2060289.0291302854,1920095.2821225687,1454624.7507197785,1530621.9875572233,1603177.045919028,1632120.0384105914
10.0,1602175.0122326359,1629293.7874631246,1638878.8834012349,1525816.0966629838,1684701.8741639454,1586881.7093223224,1594890.8345579235,1629028.8691256118,1909795.3042355306,1706629.2775083599,1679775.2578315663,1608065.9490599488,1503380.9312717265,1625800.7017276648,1655930.800244028,1750006.7711752255,1563533.183518352,1477062.223031622,2071811.8588461876,1897249.7430301434,1463948.5439015736,1532142.8126021442,1625196.902067878,1622119.0419789227
10.25,1600627.669175437,1631450.1393020472,1627537.1336087603,1510663.2774125012,1657466.6712977525,1587660.7714877562,1609563.169453043,1607181.4054597074,1924057.6740147707,1691817.858394955,1676503.118366256,1625819.535536347,1463023.3949821934,1631900.2878779063,1647152.6199833553,1752582.9341746243,1541357.3704608716,1502863.3433131306,2079414.7451387898,1872626.4000212352,1453951.6101538918,1544544.6011119033,1615272.1393175703,1618762.005711281
10.5,1539774.4018785881,1641407.04236056,1594402.800324989,1496100.0451066277,1631985.5905634563,1593010.413376129,1604137.0487209812,1614196.6328019518,1925392.1260193624,1691540.6912823156,1676234.4111479267,1626918.1253469496,1488137.498121146,1618396.6801013802,1651936.4469073468,1711500.2240274025,1552974.4355027748,1461384.3750139873,2082018.7634451173,1891799.9105617062,1470680.414459532,1571356.5260910843,1600818.3116989858,1606621.8299716602
10.75,1534900.0675327273,1621883.6688110828,1578886.7396538185,1470840.4763713316,1619843.324558359,1586476.8475141092,1594347.8238315005,1595042.89440694,1905111.345647942,1683787.6051875171,1699193.694487225,1638921.5914616585,1466670.981355855,1620412.9555459744,1647817.7891638929,1719201.294430805,1512401.1434746655,1527568.1047905865,2114576.6591634606,1876264.5885615782,1503877.9090318247,1596488.6532492205,1581644.0700053303,1595532.1262294163
11.0,1529316.6019352276,1621054.307398669,1591093.039075129,1490637.05450438,1600409.5907006264,1585582.848497434,1587568.6107019512,1591229.1804498325,1883618.6477867328,1691039.4577445695,1719263.59999911,1655229.3527940402,1473483.1555403797,1620878.1242629108,1651101.6053636868,1711604.4353429042,1501942.0650468883,1537325.6872188107,2136583.5866302,1875060.7330976254,1498894.165676984,1642391.332405307,1525604.7908740188,1570581.706654563
11.25,1517114.0775911303,1608287.6703824997,1585685.0084380093,1465637.1417723713,1591542.7256577231,1605458.7539422296,1594480.4976655932,1585002.3386808597,1867788.342973998,1675359.1438837484,1727941.388995214,1661097.8544236096,1482339.7812250599,1609864.1713059598,1616824.379273718,1642977.2906132466,1489872.188805479,1521154.3805329439,2139875.945562305,1892588.7873765628,1495088.882649046,1600593.6748952433,1489482.6454860514,1568482.045105125
11.5,1504090.0792012936,1612622.458619388,1578832.4825816299,1459438.7922989817,1568081.8954377319,1599380.1430244301,1589796.4663560174,1592688.618446726,1881127.4305238724,1684504.2000402538,1750569.6095015786,1664566.2089267066,1473958.0480701562,1639518.4165413019,1625500.082972093,1646233.3001652919,1458943.3825377263,1565299.97452392,2132726.3864730345,1876048.0310454946,1515537.5742535735,1574940.7021968004,1479241.6897674908,1580405.6694335649
11.75,1518837.5398474317,1610364.5336990515,1563138.046036807,1465945.8317692785,1575412.0027696004,1612501.7549621987,1583679.762210369,1578732.7767118975,1897999.909125516,1683629.8637853535,1752364.7204740986,1675130.7483898364,1490578.8104308445,1646358.7656490586,1620797.9955985618,1618430.066281333,1445597.2836816383,1561646.2713519009,2137774.836872072,1855659.572005691,1533110.596348748,1545495.3368493572,1489740.5172792636,1558106.4717985934
12.0,1466286.1446648077,1604286.5986650626,1569277.1978121959,1476471.977100618,1581838.0527962483,1611440.7563264586,1594247.1337213083,1579529.783113335,1874775.3693217654,1688225.4379425482,1743626.9387961735,1655691.591447758,1473399.654023416,1641527.6871057278,1621485.9997611912,1621246.4720953016,1447630.1108701879,1551434.4295040767,2105705.705923167,1852611.2578931288,1539754.2674137896,1553193.7157746663,1515920.6795794892,1545888.0479514527
12.25,1507411.681346243,1584878.2408877532,1553622.6403686784,1460160.2057842342,1580469.6760476285,1601976.2384468715,1572324.7312664553,1587478.4564692324,1856484.414499615,1691237.2953342814,1742055.1491040606,1646157.7543295948,1503719.7045498039,1617191.0315605076,1632557.5525929567,1602072.6496005058,1417392.9410823765,1523682.5291612654,2099967.2339746878,1836822.9746409617,1521955.8530482524,1506049.8463777485,1545903.0228735027,1554826.3777080304
12.5,1530661.6829130722,1590962.0336086114,1540324.4992478832,1463909.0027335195,1584917.5799389319,1590425.5714197159,1548360.7185521126,1563995.8634803945,1848284.3471608162,1654082.974930792,1759634.8470463464,1655640.0350928884,1512586.2727400607,1615369.7239865535,1608007.0081420955,1615903.3541671291,1425367.485302824,1560047.4400714382,2095104.2324954525,1832178.110965671,1530919.1628412334,1450104.7112518803,1624331.7730134183,1561055.5588880451
12.75,1550113.634093848,1553999.9951599757,1551367.2654424869,1458313.7088787484,1580711.1818398708,1583041.9796669122,1562064.0302316349,1580978.4376656215,1833191.7198060064,1658493.3866522962,1765297.9183949558,1665491.7804745617,1512856.06380795,1573159.1366419503,1613119.964862549,1606690.4700839592,1401791.5049724435,1579734.5613313154,2095959.59338298,1787836.8257757823,1523317.52320713,1389563.465351596,1633089.1704640822,1576486.457585277
13.0,1584142.4307234793,1537283.2231536706,1547230.194776795,1451790.5499933704,1572690.854615674,1579951.7059362151,1547588.7546760098,1559783.3022636934,1828730.3085603858,1647433.1837275245,1778011.254993193,1694093.3615818745,1517986.839465647,1567395.0728429013,1635127.3874354218,1618034.5917214626,1394403.6242536777,1606035.6580205685,2027953.1039363833,1814133.6774315834,1532305.024694674,1394909.688741655,1591443.6396235118,1581643.9065852454
13.25,1595301.1539815122,1578871.1495747885,1551854.474283363,1469922.393921072,1558478.2349479992,1597604.5348511464,1572051.8890087677,1567469.3801586123,1852478.3103657924,1638895.7506123022,1799018.352896748,1705923.7789300138,1507964.4611267177,1546400.7566919327,1642339.4757830158,1628187.1930160378,1391880.9165061314,1609857.4713829793,2019490.001893159,1735335.1476125284,1523641.397640474,1399528.9105735258,1555088.1095130804,1579991.1206804912
