isolate_code,study,genus,species,name,group,temperature,r
629,Anderson and Rynearson (2020),Skeletonema,marinoi,SkelF,diatoms,25,1.151386782
629,Anderson and Rynearson (2020),Skeletonema,marinoi,SkelF,diatoms,25,1.37471665
629,Anderson and Rynearson (2020),Skeletonema,marinoi,SkelF,diatoms,25,1.271589298
629,Anderson and Rynearson (2020),Skeletonema,marinoi,SkelF,diatoms,4,0.191914815
629,Anderson and Rynearson (2020),Skeletonema,marinoi,SkelF,diatoms,4,0.360622715
629,Anderson and Rynearson (2020),Skeletonema,marinoi,SkelF,diatoms,4,0.35846671
629,Anderson and Rynearson (2020),Skeletonema,marinoi,SkelF,diatoms,9,0.8414791
629,Anderson and Rynearson (2020),Skeletonema,marinoi,SkelF,diatoms,9,0.849487764
629,Anderson and Rynearson (2020),Skeletonema,marinoi,SkelF,diatoms,9,0.859408644
630,Anderson and Rynearson (2020),Skeletonema,marinoi,SmarA,diatoms,-1,0.168531889
630,Anderson and Rynearson (2020),Skeletonema,marinoi,SmarA,diatoms,-1,0.164573706
630,Anderson and Rynearson (2020),Skeletonema,marinoi,SmarA,diatoms,-1,0.187573576
630,Anderson and Rynearson (2020),Skeletonema,marinoi,SmarA,diatoms,15,1.469964497
630,Anderson and Rynearson (2020),Skeletonema,marinoi,SmarA,diatoms,15,1.302647741
630,Anderson and Rynearson (2020),Skeletonema,marinoi,SmarA,diatoms,15,1.4298194
630,Anderson and Rynearson (2020),Skeletonema,marinoi,SmarA,diatoms,22,1.629482024
630,Anderson and Rynearson (2020),Skeletonema,marinoi,SmarA,diatoms,22,1.53550087
630,Anderson and Rynearson (2020),Skeletonema,marinoi,SmarA,diatoms,22,1.660206066
630,Anderson and Rynearson (2020),Skeletonema,marinoi,SmarA,diatoms,25,1.570410141
630,Anderson and Rynearson (2020),Skeletonema,marinoi,SmarA,diatoms,25,1.653719565
630,Anderson and Rynearson (2020),Skeletonema,marinoi,SmarA,diatoms,25,1.575591536
630,Anderson and Rynearson (2020),Skeletonema,marinoi,SmarA,diatoms,27,1.544141287
630,Anderson and Rynearson (2020),Skeletonema,marinoi,SmarA,diatoms,27,1.522431543
630,Anderson and Rynearson (2020),Skeletonema,marinoi,SmarA,diatoms,27,1.517469174
630,Anderson and Rynearson (2020),Skeletonema,marinoi,SmarA,diatoms,4,0.56753204
630,Anderson and Rynearson (2020),Skeletonema,marinoi,SmarA,diatoms,4,0.591933735
630,Anderson and Rynearson (2020),Skeletonema,marinoi,SmarA,diatoms,4,0.588908361
630,Anderson and Rynearson (2020),Skeletonema,marinoi,SmarA,diatoms,9,1.042115536
630,Anderson and Rynearson (2020),Skeletonema,marinoi,SmarA,diatoms,9,1.086935829
630,Anderson and Rynearson (2020),Skeletonema,marinoi,SmarA,diatoms,9,1.099063769
631,Anderson and Rynearson (2020),Skeletonema,marinoi,SmarB,diatoms,-1,0.135739022
631,Anderson and Rynearson (2020),Skeletonema,marinoi,SmarB,diatoms,-1,0.122480557
631,Anderson and Rynearson (2020),Skeletonema,marinoi,SmarB,diatoms,-1,0.157714095
631,Anderson and Rynearson (2020),Skeletonema,marinoi,SmarB,diatoms,15,1.305058382
631,Anderson and Rynearson (2020),Skeletonema,marinoi,SmarB,diatoms,15,1.22463668
631,Anderson and Rynearson (2020),Skeletonema,marinoi,SmarB,diatoms,15,1.329128673
631,Anderson and Rynearson (2020),Skeletonema,marinoi,SmarB,diatoms,22,1.35413593
631,Anderson and Rynearson (2020),Skeletonema,marinoi,SmarB,diatoms,22,1.272215738
631,Anderson and Rynearson (2020),Skeletonema,marinoi,SmarB,diatoms,22,1.367265172
631,Anderson and Rynearson (2020),Skeletonema,marinoi,SmarB,diatoms,25,1.49798874
631,Anderson and Rynearson (2020),Skeletonema,marinoi,SmarB,diatoms,25,1.494035826
631,Anderson and Rynearson (2020),Skeletonema,marinoi,SmarB,diatoms,25,1.604433452
631,Anderson and Rynearson (2020),Skeletonema,marinoi,SmarB,diatoms,4,0.573607046
631,Anderson and Rynearson (2020),Skeletonema,marinoi,SmarB,diatoms,4,0.551573793
631,Anderson and Rynearson (2020),Skeletonema,marinoi,SmarB,diatoms,4,0.599121031
631,Anderson and Rynearson (2020),Skeletonema,marinoi,SmarB,diatoms,9,0.864757446
631,Anderson and Rynearson (2020),Skeletonema,marinoi,SmarB,diatoms,9,0.933548391
631,Anderson and Rynearson (2020),Skeletonema,marinoi,SmarB,diatoms,9,0.958539758
632,Anderson and Rynearson (2020),Skeletonema,marinoi,SmarC,diatoms,-1,0.074407234
632,Anderson and Rynearson (2020),Skeletonema,marinoi,SmarC,diatoms,-1,0.077087755
632,Anderson and Rynearson (2020),Skeletonema,marinoi,SmarC,diatoms,-1,0.072137492
632,Anderson and Rynearson (2020),Skeletonema,marinoi,SmarC,diatoms,15,1.230695788
632,Anderson and Rynearson (2020),Skeletonema,marinoi,SmarC,diatoms,15,1.180893473
632,Anderson and Rynearson (2020),Skeletonema,marinoi,SmarC,diatoms,15,1.142875241
632,Anderson and Rynearson (2020),Skeletonema,marinoi,SmarC,diatoms,22,1.617789683
632,Anderson and Rynearson (2020),Skeletonema,marinoi,SmarC,diatoms,22,1.531736622
632,Anderson and Rynearson (2020),Skeletonema,marinoi,SmarC,diatoms,22,1.612043062
632,Anderson and Rynearson (2020),Skeletonema,marinoi,SmarC,diatoms,25,1.489352239
632,Anderson and Rynearson (2020),Skeletonema,marinoi,SmarC,diatoms,25,1.433895897
632,Anderson and Rynearson (2020),Skeletonema,marinoi,SmarC,diatoms,25,1.528088783
632,Anderson and Rynearson (2020),Skeletonema,marinoi,SmarC,diatoms,27,1.068002075
632,Anderson and Rynearson (2020),Skeletonema,marinoi,SmarC,diatoms,27,1.203994545
632,Anderson and Rynearson (2020),Skeletonema,marinoi,SmarC,diatoms,27,1.046912494
632,Anderson and Rynearson (2020),Skeletonema,marinoi,SmarC,diatoms,4,0.781278308
632,Anderson and Rynearson (2020),Skeletonema,marinoi,SmarC,diatoms,4,0.775296578
632,Anderson and Rynearson (2020),Skeletonema,marinoi,SmarC,diatoms,4,0.817641188
632,Anderson and Rynearson (2020),Skeletonema,marinoi,SmarC,diatoms,9,1.03177404
632,Anderson and Rynearson (2020),Skeletonema,marinoi,SmarC,diatoms,9,1.037135148
632,Anderson and Rynearson (2020),Skeletonema,marinoi,SmarC,diatoms,9,1.074675397
633,Anderson and Rynearson (2020),Skeletonema,marinoi,SmarD,diatoms,-1,0.073294824
633,Anderson and Rynearson (2020),Skeletonema,marinoi,SmarD,diatoms,-1,0.082881868
633,Anderson and Rynearson (2020),Skeletonema,marinoi,SmarD,diatoms,-1,0.112141796
633,Anderson and Rynearson (2020),Skeletonema,marinoi,SmarD,diatoms,15,1.227432076
633,Anderson and Rynearson (2020),Skeletonema,marinoi,SmarD,diatoms,15,1.159324106
633,Anderson and Rynearson (2020),Skeletonema,marinoi,SmarD,diatoms,15,1.321719695
633,Anderson and Rynearson (2020),Skeletonema,marinoi,SmarD,diatoms,22,1.464074666
633,Anderson and Rynearson (2020),Skeletonema,marinoi,SmarD,diatoms,22,1.506839252
633,Anderson and Rynearson (2020),Skeletonema,marinoi,SmarD,diatoms,22,1.594551543
633,Anderson and Rynearson (2020),Skeletonema,marinoi,SmarD,diatoms,25,1.714326792
633,Anderson and Rynearson (2020),Skeletonema,marinoi,SmarD,diatoms,25,1.658237803
633,Anderson and Rynearson (2020),Skeletonema,marinoi,SmarD,diatoms,25,1.640418957
633,Anderson and Rynearson (2020),Skeletonema,marinoi,SmarD,diatoms,27,1.465803184
633,Anderson and Rynearson (2020),Skeletonema,marinoi,SmarD,diatoms,27,1.418875918
633,Anderson and Rynearson (2020),Skeletonema,marinoi,SmarD,diatoms,27,1.423019498
633,Anderson and Rynearson (2020),Skeletonema,marinoi,SmarD,diatoms,27,1.438231193
633,Anderson and Rynearson (2020),Skeletonema,marinoi,SmarD,diatoms,4,0.794397824
633,Anderson and Rynearson (2020),Skeletonema,marinoi,SmarD,diatoms,4,0.815834125
633,Anderson and Rynearson (2020),Skeletonema,marinoi,SmarD,diatoms,4,0.725749519
633,Anderson and Rynearson (2020),Skeletonema,marinoi,SmarD,diatoms,9,1.103665309
633,Anderson and Rynearson (2020),Skeletonema,marinoi,SmarD,diatoms,9,0.929634308
633,Anderson and Rynearson (2020),Skeletonema,marinoi,SmarD,diatoms,9,1.03444505
634,Anderson and Rynearson (2020),Skeletonema,marinoi,SmarE,diatoms,-1,0.140988127
634,Anderson and Rynearson (2020),Skeletonema,marinoi,SmarE,diatoms,-1,0.128629679
634,Anderson and Rynearson (2020),Skeletonema,marinoi,SmarE,diatoms,-1,0.12857288
634,Anderson and Rynearson (2020),Skeletonema,marinoi,SmarE,diatoms,15,1.246106682
634,Anderson and Rynearson (2020),Skeletonema,marinoi,SmarE,diatoms,15,1.244008278
634,Anderson and Rynearson (2020),Skeletonema,marinoi,SmarE,diatoms,15,1.274157461
634,Anderson and Rynearson (2020),Skeletonema,marinoi,SmarE,diatoms,22,1.442577021
634,Anderson and Rynearson (2020),Skeletonema,marinoi,SmarE,diatoms,22,1.416722624
634,Anderson and Rynearson (2020),Skeletonema,marinoi,SmarE,diatoms,22,1.459935953
634,Anderson and Rynearson (2020),Skeletonema,marinoi,SmarE,diatoms,25,1.280131466
634,Anderson and Rynearson (2020),Skeletonema,marinoi,SmarE,diatoms,25,1.443990001
634,Anderson and Rynearson (2020),Skeletonema,marinoi,SmarE,diatoms,25,1.332152569
634,Anderson and Rynearson (2020),Skeletonema,marinoi,SmarE,diatoms,4,0.650139722
634,Anderson and Rynearson (2020),Skeletonema,marinoi,SmarE,diatoms,4,0.832199905
634,Anderson and Rynearson (2020),Skeletonema,marinoi,SmarE,diatoms,4,0.674460844
634,Anderson and Rynearson (2020),Skeletonema,marinoi,SmarE,diatoms,9,0.907719276
634,Anderson and Rynearson (2020),Skeletonema,marinoi,SmarE,diatoms,9,0.989399669
634,Anderson and Rynearson (2020),Skeletonema,marinoi,SmarE,diatoms,9,0.896551636
635,Anderson and Rynearson (2020),Skeletonema,marinoi,SmarF,diatoms,-1,0.130665834
635,Anderson and Rynearson (2020),Skeletonema,marinoi,SmarF,diatoms,-1,0.104517432
635,Anderson and Rynearson (2020),Skeletonema,marinoi,SmarF,diatoms,-1,0.148204734
635,Anderson and Rynearson (2020),Skeletonema,marinoi,SmarF,diatoms,15,1.474172766
635,Anderson and Rynearson (2020),Skeletonema,marinoi,SmarF,diatoms,15,1.372609199
635,Anderson and Rynearson (2020),Skeletonema,marinoi,SmarF,diatoms,15,1.394381376
635,Anderson and Rynearson (2020),Skeletonema,marinoi,SmarF,diatoms,25,1.412302601
635,Anderson and Rynearson (2020),Skeletonema,marinoi,SmarF,diatoms,25,1.433444936
635,Anderson and Rynearson (2020),Skeletonema,marinoi,SmarF,diatoms,25,1.428102048
635,Anderson and Rynearson (2020),Skeletonema,marinoi,SmarF,diatoms,4,0.742302411
635,Anderson and Rynearson (2020),Skeletonema,marinoi,SmarF,diatoms,4,0.777322063
635,Anderson and Rynearson (2020),Skeletonema,marinoi,SmarF,diatoms,4,0.751150508
635,Anderson and Rynearson (2020),Skeletonema,marinoi,SmarF,diatoms,9,1.108622195
635,Anderson and Rynearson (2020),Skeletonema,marinoi,SmarF,diatoms,9,1.086467063
635,Anderson and Rynearson (2020),Skeletonema,marinoi,SmarF,diatoms,9,1.081474075
636,Anderson and Rynearson (2020),Skeletonema,marinoi,SmarH,diatoms,-1,0.096435697
636,Anderson and Rynearson (2020),Skeletonema,marinoi,SmarH,diatoms,-1,0.016647125
636,Anderson and Rynearson (2020),Skeletonema,marinoi,SmarH,diatoms,-1,0.091818562
636,Anderson and Rynearson (2020),Skeletonema,marinoi,SmarH,diatoms,15,1.361505221
636,Anderson and Rynearson (2020),Skeletonema,marinoi,SmarH,diatoms,15,1.486900903
636,Anderson and Rynearson (2020),Skeletonema,marinoi,SmarH,diatoms,15,1.340729204
636,Anderson and Rynearson (2020),Skeletonema,marinoi,SmarH,diatoms,22,1.658793713
636,Anderson and Rynearson (2020),Skeletonema,marinoi,SmarH,diatoms,22,1.649814027
636,Anderson and Rynearson (2020),Skeletonema,marinoi,SmarH,diatoms,22,1.692606962
636,Anderson and Rynearson (2020),Skeletonema,marinoi,SmarH,diatoms,25,1.56688623
636,Anderson and Rynearson (2020),Skeletonema,marinoi,SmarH,diatoms,25,1.619637926
636,Anderson and Rynearson (2020),Skeletonema,marinoi,SmarH,diatoms,25,1.611890027
636,Anderson and Rynearson (2020),Skeletonema,marinoi,SmarH,diatoms,30,1.24103599
636,Anderson and Rynearson (2020),Skeletonema,marinoi,SmarH,diatoms,30,1.257521339
636,Anderson and Rynearson (2020),Skeletonema,marinoi,SmarH,diatoms,4,0.782268453
636,Anderson and Rynearson (2020),Skeletonema,marinoi,SmarH,diatoms,4,0.687139118
636,Anderson and Rynearson (2020),Skeletonema,marinoi,SmarH,diatoms,4,0.647256758
636,Anderson and Rynearson (2020),Skeletonema,marinoi,SmarH,diatoms,9,1.159717932
636,Anderson and Rynearson (2020),Skeletonema,marinoi,SmarH,diatoms,9,0.956202878
636,Anderson and Rynearson (2020),Skeletonema,marinoi,SmarH,diatoms,9,1.107329542
637,Anderson and Rynearson (2020),Skeletonema,menzelii,CCMP 793,diatoms,15,1.314299432
637,Anderson and Rynearson (2020),Skeletonema,menzelii,CCMP 793,diatoms,15,1.273329752
637,Anderson and Rynearson (2020),Skeletonema,menzelii,CCMP 793,diatoms,15,1.233732068
637,Anderson and Rynearson (2020),Skeletonema,menzelii,CCMP 793,diatoms,22,1.986632232
637,Anderson and Rynearson (2020),Skeletonema,menzelii,CCMP 793,diatoms,22,1.765582106
637,Anderson and Rynearson (2020),Skeletonema,menzelii,CCMP 793,diatoms,22,1.726080705
637,Anderson and Rynearson (2020),Skeletonema,menzelii,CCMP 793,diatoms,30,1.197294314
637,Anderson and Rynearson (2020),Skeletonema,menzelii,CCMP 793,diatoms,30,1.305037303
637,Anderson and Rynearson (2020),Skeletonema,menzelii,CCMP 793,diatoms,30,1.4290482
637,Anderson and Rynearson (2020),Skeletonema,menzelii,CCMP 793,diatoms,9,0.680135748
637,Anderson and Rynearson (2020),Skeletonema,menzelii,CCMP 793,diatoms,9,0.646824387
637,Anderson and Rynearson (2020),Skeletonema,menzelii,CCMP 793,diatoms,9,0.686630916
638,Anderson and Rynearson (2020),Skeletonema,pseudocostatum,CCMP 2478,diatoms,15,1.73224695
638,Anderson and Rynearson (2020),Skeletonema,pseudocostatum,CCMP 2478,diatoms,15,1.743320277
638,Anderson and Rynearson (2020),Skeletonema,pseudocostatum,CCMP 2478,diatoms,15,1.695622335
638,Anderson and Rynearson (2020),Skeletonema,pseudocostatum,CCMP 2478,diatoms,22,1.945283814
638,Anderson and Rynearson (2020),Skeletonema,pseudocostatum,CCMP 2478,diatoms,22,1.950997448
638,Anderson and Rynearson (2020),Skeletonema,pseudocostatum,CCMP 2478,diatoms,22,1.960500991
638,Anderson and Rynearson (2020),Skeletonema,pseudocostatum,CCMP 2478,diatoms,25,1.868429383
638,Anderson and Rynearson (2020),Skeletonema,pseudocostatum,CCMP 2478,diatoms,25,1.912946389
638,Anderson and Rynearson (2020),Skeletonema,pseudocostatum,CCMP 2478,diatoms,25,1.846425712
638,Anderson and Rynearson (2020),Skeletonema,pseudocostatum,CCMP 2478,diatoms,30,1.831685699
638,Anderson and Rynearson (2020),Skeletonema,pseudocostatum,CCMP 2478,diatoms,30,1.797446761
638,Anderson and Rynearson (2020),Skeletonema,pseudocostatum,CCMP 2478,diatoms,30,1.766139217
638,Anderson and Rynearson (2020),Skeletonema,pseudocostatum,CCMP 2478,diatoms,9,0.983463837
638,Anderson and Rynearson (2020),Skeletonema,pseudocostatum,CCMP 2478,diatoms,9,1.036248103
639,Anderson and Rynearson (2020),Skeletonema,pseudocostatum,SpseA,diatoms,15,1.187902338
639,Anderson and Rynearson (2020),Skeletonema,pseudocostatum,SpseA,diatoms,15,1.285168713
639,Anderson and Rynearson (2020),Skeletonema,pseudocostatum,SpseA,diatoms,15,1.227178892
639,Anderson and Rynearson (2020),Skeletonema,pseudocostatum,SpseA,diatoms,22,2.054626079
639,Anderson and Rynearson (2020),Skeletonema,pseudocostatum,SpseA,diatoms,22,1.978794439
639,Anderson and Rynearson (2020),Skeletonema,pseudocostatum,SpseA,diatoms,22,1.859217809
639,Anderson and Rynearson (2020),Skeletonema,pseudocostatum,SpseA,diatoms,25,1.921372111
639,Anderson and Rynearson (2020),Skeletonema,pseudocostatum,SpseA,diatoms,25,1.96751824
639,Anderson and Rynearson (2020),Skeletonema,pseudocostatum,SpseA,diatoms,25,1.876094244
639,Anderson and Rynearson (2020),Skeletonema,pseudocostatum,SpseA,diatoms,30,2.076662842
639,Anderson and Rynearson (2020),Skeletonema,pseudocostatum,SpseA,diatoms,30,1.99169765
639,Anderson and Rynearson (2020),Skeletonema,pseudocostatum,SpseA,diatoms,30,2.100927906
639,Anderson and Rynearson (2020),Skeletonema,pseudocostatum,SpseA,diatoms,33,1.183080547
639,Anderson and Rynearson (2020),Skeletonema,pseudocostatum,SpseA,diatoms,33,1.19138017
639,Anderson and Rynearson (2020),Skeletonema,pseudocostatum,SpseA,diatoms,33,1.210168376
639,Anderson and Rynearson (2020),Skeletonema,pseudocostatum,SpseA,diatoms,33,1.172172885
639,Anderson and Rynearson (2020),Skeletonema,pseudocostatum,SpseA,diatoms,9,0.782017196
639,Anderson and Rynearson (2020),Skeletonema,pseudocostatum,SpseA,diatoms,9,0.777969916
639,Anderson and Rynearson (2020),Skeletonema,pseudocostatum,SpseA,diatoms,9,0.72041479
640,Anderson and Rynearson (2020),Skeletonema,pseudocostatum,SpseB,diatoms,15,1.373059976
640,Anderson and Rynearson (2020),Skeletonema,pseudocostatum,SpseB,diatoms,15,1.319842491
640,Anderson and Rynearson (2020),Skeletonema,pseudocostatum,SpseB,diatoms,15,1.373999231
640,Anderson and Rynearson (2020),Skeletonema,pseudocostatum,SpseB,diatoms,22,2.043968013
640,Anderson and Rynearson (2020),Skeletonema,pseudocostatum,SpseB,diatoms,22,1.840488616
640,Anderson and Rynearson (2020),Skeletonema,pseudocostatum,SpseB,diatoms,22,1.79417231
640,Anderson and Rynearson (2020),Skeletonema,pseudocostatum,SpseB,diatoms,25,1.947072181
640,Anderson and Rynearson (2020),Skeletonema,pseudocostatum,SpseB,diatoms,25,1.900463021
640,Anderson and Rynearson (2020),Skeletonema,pseudocostatum,SpseB,diatoms,25,2.028948714
640,Anderson and Rynearson (2020),Skeletonema,pseudocostatum,SpseB,diatoms,30,2.06019977
640,Anderson and Rynearson (2020),Skeletonema,pseudocostatum,SpseB,diatoms,30,2.067631862
640,Anderson and Rynearson (2020),Skeletonema,pseudocostatum,SpseB,diatoms,30,2.095253732
640,Anderson and Rynearson (2020),Skeletonema,pseudocostatum,SpseB,diatoms,33,1.834114355
640,Anderson and Rynearson (2020),Skeletonema,pseudocostatum,SpseB,diatoms,33,1.867473897
640,Anderson and Rynearson (2020),Skeletonema,pseudocostatum,SpseB,diatoms,33,1.840084075
640,Anderson and Rynearson (2020),Skeletonema,pseudocostatum,SpseB,diatoms,33,1.882120964
640,Anderson and Rynearson (2020),Skeletonema,pseudocostatum,SpseB,diatoms,9,0.861901516
640,Anderson and Rynearson (2020),Skeletonema,pseudocostatum,SpseB,diatoms,9,0.883586674
640,Anderson and Rynearson (2020),Skeletonema,pseudocostatum,SpseB,diatoms,9,0.820777656
642,Anderson and Rynearson (2020),Skeletonema,pseudocostatum,SpseD,diatoms,15,1.120899984
642,Anderson and Rynearson (2020),Skeletonema,pseudocostatum,SpseD,diatoms,15,1.153808292
642,Anderson and Rynearson (2020),Skeletonema,pseudocostatum,SpseD,diatoms,15,1.171284765
642,Anderson and Rynearson (2020),Skeletonema,pseudocostatum,SpseD,diatoms,22,1.899977962
642,Anderson and Rynearson (2020),Skeletonema,pseudocostatum,SpseD,diatoms,22,1.739087337
642,Anderson and Rynearson (2020),Skeletonema,pseudocostatum,SpseD,diatoms,22,1.972942843
642,Anderson and Rynearson (2020),Skeletonema,pseudocostatum,SpseD,diatoms,25,1.847300953
642,Anderson and Rynearson (2020),Skeletonema,pseudocostatum,SpseD,diatoms,25,1.775582213
642,Anderson and Rynearson (2020),Skeletonema,pseudocostatum,SpseD,diatoms,25,1.969160412
642,Anderson and Rynearson (2020),Skeletonema,pseudocostatum,SpseD,diatoms,9,0.747993084
642,Anderson and Rynearson (2020),Skeletonema,pseudocostatum,SpseD,diatoms,9,0.746686395
642,Anderson and Rynearson (2020),Skeletonema,pseudocostatum,SpseD,diatoms,9,0.771730787
643,Anderson and Rynearson (2020),Skeletonema,pseudocostatum,SpseE,diatoms,22,1.428763491
643,Anderson and Rynearson (2020),Skeletonema,pseudocostatum,SpseE,diatoms,22,1.538417713
643,Anderson and Rynearson (2020),Skeletonema,pseudocostatum,SpseE,diatoms,22,1.43763079
643,Anderson and Rynearson (2020),Skeletonema,pseudocostatum,SpseE,diatoms,33,0.67567571
643,Anderson and Rynearson (2020),Skeletonema,pseudocostatum,SpseE,diatoms,33,0.649490407
643,Anderson and Rynearson (2020),Skeletonema,pseudocostatum,SpseE,diatoms,33,0.791510237
643,Anderson and Rynearson (2020),Skeletonema,pseudocostatum,SpseE,diatoms,33,0.771575652
643,Anderson and Rynearson (2020),Skeletonema,pseudocostatum,SpseE,diatoms,9,0.729602794
643,Anderson and Rynearson (2020),Skeletonema,pseudocostatum,SpseE,diatoms,9,0.812805543
643,Anderson and Rynearson (2020),Skeletonema,pseudocostatum,SpseE,diatoms,9,0.700851748
645,Stawiarski et al. (2016),Synechococcaceae,Prochlorococcus,GP2,cyanobacteria,24.36,0.26
645,Stawiarski et al. (2016),Synechococcaceae,Prochlorococcus,GP2,cyanobacteria,24.36,0.3
645,Stawiarski et al. (2016),Synechococcaceae,Prochlorococcus,GP2,cyanobacteria,24.36,0.26
645,Stawiarski et al. (2016),Synechococcaceae,Prochlorococcus,GP2,cyanobacteria,24.36,0.24
645,Stawiarski et al. (2016),Synechococcaceae,Prochlorococcus,GP2,cyanobacteria,21.68,0.39
645,Stawiarski et al. (2016),Synechococcaceae,Prochlorococcus,GP2,cyanobacteria,21.68,0.37
645,Stawiarski et al. (2016),Synechococcaceae,Prochlorococcus,GP2,cyanobacteria,21.68,0.4
645,Stawiarski et al. (2016),Synechococcaceae,Prochlorococcus,GP2,cyanobacteria,21.68,0.37
645,Stawiarski et al. (2016),Synechococcaceae,Prochlorococcus,GP2,cyanobacteria,21.68,0.37
645,Stawiarski et al. (2016),Synechococcaceae,Prochlorococcus,GP2,cyanobacteria,21.68,0.38
645,Stawiarski et al. (2016),Synechococcaceae,Prochlorococcus,GP2,cyanobacteria,19.03,0.34
645,Stawiarski et al. (2016),Synechococcaceae,Prochlorococcus,GP2,cyanobacteria,19.03,0.27
645,Stawiarski et al. (2016),Synechococcaceae,Prochlorococcus,GP2,cyanobacteria,19.03,0.28
645,Stawiarski et al. (2016),Synechococcaceae,Prochlorococcus,GP2,cyanobacteria,19.03,0.36
645,Stawiarski et al. (2016),Synechococcaceae,Prochlorococcus,GP2,cyanobacteria,19.03,0.27
645,Stawiarski et al. (2016),Synechococcaceae,Prochlorococcus,GP2,cyanobacteria,16.26,0.19
646,Stawiarski et al. (2016),Synechococcaceae,Prochlorococcus LL,_NATL2-M98,cyanobacteria,25.28,0.18
646,Stawiarski et al. (2016),Synechococcaceae,Prochlorococcus LL,_NATL2-M98,cyanobacteria,25.28,0.23
646,Stawiarski et al. (2016),Synechococcaceae,Prochlorococcus LL,_NATL2-M98,cyanobacteria,25.28,0.14
646,Stawiarski et al. (2016),Synechococcaceae,Prochlorococcus LL,_NATL2-M98,cyanobacteria,22.56,0.36
646,Stawiarski et al. (2016),Synechococcaceae,Prochlorococcus LL,_NATL2-M98,cyanobacteria,22.56,0.34
646,Stawiarski et al. (2016),Synechococcaceae,Prochlorococcus LL,_NATL2-M98,cyanobacteria,22.56,0.36
646,Stawiarski et al. (2016),Synechococcaceae,Prochlorococcus LL,_NATL2-M98,cyanobacteria,22.56,0.43
646,Stawiarski et al. (2016),Synechococcaceae,Prochlorococcus LL,_NATL2-M98,cyanobacteria,22.56,0.43
646,Stawiarski et al. (2016),Synechococcaceae,Prochlorococcus LL,_NATL2-M98,cyanobacteria,19.98,0.29
646,Stawiarski et al. (2016),Synechococcaceae,Prochlorococcus LL,_NATL2-M98,cyanobacteria,19.98,0.3
646,Stawiarski et al. (2016),Synechococcaceae,Prochlorococcus LL,_NATL2-M98,cyanobacteria,19.98,0.28
646,Stawiarski et al. (2016),Synechococcaceae,Prochlorococcus LL,_NATL2-M98,cyanobacteria,19.98,0.26
646,Stawiarski et al. (2016),Synechococcaceae,Prochlorococcus LL,_NATL2-M98,cyanobacteria,19.98,0.32
646,Stawiarski et al. (2016),Synechococcaceae,Prochlorococcus LL,_NATL2-M98,cyanobacteria,19.98,0.31
646,Stawiarski et al. (2016),Synechococcaceae,Prochlorococcus LL,_NATL2-M98,cyanobacteria,19.98,0.29
646,Stawiarski et al. (2016),Synechococcaceae,Prochlorococcus LL,_NATL2-M98,cyanobacteria,19.98,0.28
646,Stawiarski et al. (2016),Synechococcaceae,Prochlorococcus LL,_NATL2-M98,cyanobacteria,17.53,0.25
646,Stawiarski et al. (2016),Synechococcaceae,Prochlorococcus LL,_NATL2-M98,cyanobacteria,17.53,0.23
646,Stawiarski et al. (2016),Synechococcaceae,Prochlorococcus LL,_NATL2-M98,cyanobacteria,17.53,0.2
647,Stawiarski et al. (2016),Synechococcaceae,Synechococcus,_MAX42Syn,cyanobacteria,27.01,0.74
647,Stawiarski et al. (2016),Synechococcaceae,Synechococcus,_MAX42Syn,cyanobacteria,27.01,0.57
647,Stawiarski et al. (2016),Synechococcaceae,Synechococcus,_MAX42Syn,cyanobacteria,27.01,0.53
647,Stawiarski et al. (2016),Synechococcaceae,Synechococcus,_MAX42Syn,cyanobacteria,24.36,0.82
647,Stawiarski et al. (2016),Synechococcaceae,Synechococcus,_MAX42Syn,cyanobacteria,24.36,0.77
647,Stawiarski et al. (2016),Synechococcaceae,Synechococcus,_MAX42Syn,cyanobacteria,24.36,0.65
647,Stawiarski et al. (2016),Synechococcaceae,Synechococcus,_MAX42Syn,cyanobacteria,24.36,0.71
647,Stawiarski et al. (2016),Synechococcaceae,Synechococcus,_MAX42Syn,cyanobacteria,24.36,0.63
647,Stawiarski et al. (2016),Synechococcaceae,Synechococcus,_MAX42Syn,cyanobacteria,24.36,0.64
647,Stawiarski et al. (2016),Synechococcaceae,Synechococcus,_MAX42Syn,cyanobacteria,21.68,0.62
647,Stawiarski et al. (2016),Synechococcaceae,Synechococcus,_MAX42Syn,cyanobacteria,21.68,0.73
647,Stawiarski et al. (2016),Synechococcaceae,Synechococcus,_MAX42Syn,cyanobacteria,21.68,0.45
647,Stawiarski et al. (2016),Synechococcaceae,Synechococcus,_MAX42Syn,cyanobacteria,21.68,0.46
647,Stawiarski et al. (2016),Synechococcaceae,Synechococcus,_MAX42Syn,cyanobacteria,21.68,0.42
647,Stawiarski et al. (2016),Synechococcaceae,Synechococcus,_MAX42Syn,cyanobacteria,21.68,0.6
647,Stawiarski et al. (2016),Synechococcaceae,Synechococcus,_MAX42Syn,cyanobacteria,19.03,0.48
647,Stawiarski et al. (2016),Synechococcaceae,Synechococcus,_MAX42Syn,cyanobacteria,19.03,0.39
647,Stawiarski et al. (2016),Synechococcaceae,Synechococcus,_MAX42Syn,cyanobacteria,19.03,0.38
647,Stawiarski et al. (2016),Synechococcaceae,Synechococcus,_MAX42Syn,cyanobacteria,16.26,0.26
