isolate_code,study,genus,species,name,group,temperature,r
119,Yamatogi (2005),Cochlodinium,polykrikoides,nd,dinoflagellates,27.5,0.54
119,Yamatogi (2005),Cochlodinium,polykrikoides,nd,dinoflagellates,25,0.56
119,Yamatogi (2005),Cochlodinium,polykrikoides,nd,dinoflagellates,30,0.475
119,Yamatogi (2005),Cochlodinium,polykrikoides,nd,dinoflagellates,15,0.19
119,Yamatogi (2005),Cochlodinium,polykrikoides,nd,dinoflagellates,20,0.355
119,Yamatogi (2005),Cochlodinium,polykrikoides,nd,dinoflagellates,27.5,0.515
119,Yamatogi (2005),Cochlodinium,polykrikoides,nd,dinoflagellates,10,0.085
119,Yamatogi (2005),Cochlodinium,polykrikoides,nd,dinoflagellates,12.5,0.105
119,Yamatogi (2005),Cochlodinium,polykrikoides,nd,dinoflagellates,25,0.47
119,Yamatogi (2005),Cochlodinium,polykrikoides,nd,dinoflagellates,22.5,0.44
119,Yamatogi (2005),Cochlodinium,polykrikoides,nd,dinoflagellates,17.5,0.245
119,Yamatogi (2005),Cochlodinium,polykrikoides,nd,dinoflagellates,30,0.47
119,Yamatogi (2005),Cochlodinium,polykrikoides,nd,dinoflagellates,20,0.365
119,Yamatogi (2005),Cochlodinium,polykrikoides,nd,dinoflagellates,15,0.205
119,Yamatogi (2005),Cochlodinium,polykrikoides,nd,dinoflagellates,22.5,0.365
119,Yamatogi (2005),Cochlodinium,polykrikoides,nd,dinoflagellates,12.5,0.12
119,Yamatogi (2005),Cochlodinium,polykrikoides,nd,dinoflagellates,17.5,0.28
123,Yamaguchi (1989),Karenia,mikimotoi,Karenia mikimotoi,dinoflagellates,10,0.079711926
123,Yamaguchi (1989),Karenia,mikimotoi,Karenia mikimotoi,dinoflagellates,10,0.106051519
123,Yamaguchi (1989),Karenia,mikimotoi,Karenia mikimotoi,dinoflagellates,15,0.196853799
123,Yamaguchi (1989),Karenia,mikimotoi,Karenia mikimotoi,dinoflagellates,15,0.246067249
123,Yamaguchi (1989),Karenia,mikimotoi,Karenia mikimotoi,dinoflagellates,15,0.262702781
123,Yamaguchi (1989),Karenia,mikimotoi,Karenia mikimotoi,dinoflagellates,30,0.290428669
123,Yamaguchi (1989),Karenia,mikimotoi,Karenia mikimotoi,dinoflagellates,20,0.340335266
123,Yamaguchi (1989),Karenia,mikimotoi,Karenia mikimotoi,dinoflagellates,30,0.372913183
123,Yamaguchi (1989),Karenia,mikimotoi,Karenia mikimotoi,dinoflagellates,25,0.386776127
123,Yamaguchi (1989),Karenia,mikimotoi,Karenia mikimotoi,dinoflagellates,20,0.397866482
123,Yamaguchi (1989),Karenia,mikimotoi,Karenia mikimotoi,dinoflagellates,30,0.397866482
123,Yamaguchi (1989),Karenia,mikimotoi,Karenia mikimotoi,dinoflagellates,20,0.41311572
123,Yamaguchi (1989),Karenia,mikimotoi,Karenia mikimotoi,dinoflagellates,20,0.453318256
123,Yamaguchi (1989),Karenia,mikimotoi,Karenia mikimotoi,dinoflagellates,25,0.535109623
123,Yamaguchi (1989),Karenia,mikimotoi,Karenia mikimotoi,dinoflagellates,25,0.632150229
123,Yamaguchi (1989),Karenia,mikimotoi,Karenia mikimotoi,dinoflagellates,25,0.719486773
126,Miller & Kamykowski (1986a),Pseudo-nitzschia,americana,Pseudo-nitzschia americana,diatoms,10,0.315
126,Miller & Kamykowski (1986a),Pseudo-nitzschia,americana,Pseudo-nitzschia americana,diatoms,10,0.32
126,Miller & Kamykowski (1986a),Pseudo-nitzschia,americana,Pseudo-nitzschia americana,diatoms,10,0.357
126,Miller & Kamykowski (1986a),Pseudo-nitzschia,americana,Pseudo-nitzschia americana,diatoms,15,0.481
126,Miller & Kamykowski (1986a),Pseudo-nitzschia,americana,Pseudo-nitzschia americana,diatoms,10,0.524
126,Miller & Kamykowski (1986a),Pseudo-nitzschia,americana,Pseudo-nitzschia americana,diatoms,20,0.559
126,Miller & Kamykowski (1986a),Pseudo-nitzschia,americana,Pseudo-nitzschia americana,diatoms,10,0.585
126,Miller & Kamykowski (1986a),Pseudo-nitzschia,americana,Pseudo-nitzschia americana,diatoms,10,0.774
126,Miller & Kamykowski (1986a),Pseudo-nitzschia,americana,Pseudo-nitzschia americana,diatoms,15,0.822
126,Miller & Kamykowski (1986a),Pseudo-nitzschia,americana,Pseudo-nitzschia americana,diatoms,10,0.833
126,Miller & Kamykowski (1986a),Pseudo-nitzschia,americana,Pseudo-nitzschia americana,diatoms,10,0.85
126,Miller & Kamykowski (1986a),Pseudo-nitzschia,americana,Pseudo-nitzschia americana,diatoms,15,0.851
126,Miller & Kamykowski (1986a),Pseudo-nitzschia,americana,Pseudo-nitzschia americana,diatoms,20,0.854
126,Miller & Kamykowski (1986a),Pseudo-nitzschia,americana,Pseudo-nitzschia americana,diatoms,10,0.956
126,Miller & Kamykowski (1986a),Pseudo-nitzschia,americana,Pseudo-nitzschia americana,diatoms,25,1.015
126,Miller & Kamykowski (1986a),Pseudo-nitzschia,americana,Pseudo-nitzschia americana,diatoms,15,1.117
126,Miller & Kamykowski (1986a),Pseudo-nitzschia,americana,Pseudo-nitzschia americana,diatoms,30,1.123
126,Miller & Kamykowski (1986a),Pseudo-nitzschia,americana,Pseudo-nitzschia americana,diatoms,15,1.185
126,Miller & Kamykowski (1986a),Pseudo-nitzschia,americana,Pseudo-nitzschia americana,diatoms,25,1.197
126,Miller & Kamykowski (1986a),Pseudo-nitzschia,americana,Pseudo-nitzschia americana,diatoms,20,1.315
126,Miller & Kamykowski (1986a),Pseudo-nitzschia,americana,Pseudo-nitzschia americana,diatoms,15,1.329
126,Miller & Kamykowski (1986a),Pseudo-nitzschia,americana,Pseudo-nitzschia americana,diatoms,15,1.333
126,Miller & Kamykowski (1986a),Pseudo-nitzschia,americana,Pseudo-nitzschia americana,diatoms,25,1.386
126,Miller & Kamykowski (1986a),Pseudo-nitzschia,americana,Pseudo-nitzschia americana,diatoms,15,1.413
126,Miller & Kamykowski (1986a),Pseudo-nitzschia,americana,Pseudo-nitzschia americana,diatoms,15,1.44
126,Miller & Kamykowski (1986a),Pseudo-nitzschia,americana,Pseudo-nitzschia americana,diatoms,15,1.5
126,Miller & Kamykowski (1986a),Pseudo-nitzschia,americana,Pseudo-nitzschia americana,diatoms,20,1.513
126,Miller & Kamykowski (1986a),Pseudo-nitzschia,americana,Pseudo-nitzschia americana,diatoms,30,1.583
126,Miller & Kamykowski (1986a),Pseudo-nitzschia,americana,Pseudo-nitzschia americana,diatoms,20,1.756
126,Miller & Kamykowski (1986a),Pseudo-nitzschia,americana,Pseudo-nitzschia americana,diatoms,20,1.81
126,Miller & Kamykowski (1986a),Pseudo-nitzschia,americana,Pseudo-nitzschia americana,diatoms,30,1.81
126,Miller & Kamykowski (1986a),Pseudo-nitzschia,americana,Pseudo-nitzschia americana,diatoms,20,1.899
126,Miller & Kamykowski (1986a),Pseudo-nitzschia,americana,Pseudo-nitzschia americana,diatoms,20,1.94
126,Miller & Kamykowski (1986a),Pseudo-nitzschia,americana,Pseudo-nitzschia americana,diatoms,30,1.972
126,Miller & Kamykowski (1986a),Pseudo-nitzschia,americana,Pseudo-nitzschia americana,diatoms,25,2.018
126,Miller & Kamykowski (1986a),Pseudo-nitzschia,americana,Pseudo-nitzschia americana,diatoms,25,2.042
126,Miller & Kamykowski (1986a),Pseudo-nitzschia,americana,Pseudo-nitzschia americana,diatoms,20,2.043
126,Miller & Kamykowski (1986a),Pseudo-nitzschia,americana,Pseudo-nitzschia americana,diatoms,20,2.083
126,Miller & Kamykowski (1986a),Pseudo-nitzschia,americana,Pseudo-nitzschia americana,diatoms,25,2.083
126,Miller & Kamykowski (1986a),Pseudo-nitzschia,americana,Pseudo-nitzschia americana,diatoms,30,2.108
126,Miller & Kamykowski (1986a),Pseudo-nitzschia,americana,Pseudo-nitzschia americana,diatoms,25,2.143
126,Miller & Kamykowski (1986a),Pseudo-nitzschia,americana,Pseudo-nitzschia americana,diatoms,25,2.152
126,Miller & Kamykowski (1986a),Pseudo-nitzschia,americana,Pseudo-nitzschia americana,diatoms,25,2.47
126,Miller & Kamykowski (1986a),Pseudo-nitzschia,americana,Pseudo-nitzschia americana,diatoms,30,2.667
126,Miller & Kamykowski (1986a),Pseudo-nitzschia,americana,Pseudo-nitzschia americana,diatoms,30,2.708
126,Miller & Kamykowski (1986a),Pseudo-nitzschia,americana,Pseudo-nitzschia americana,diatoms,25,2.768
129,Yamatogi (2005),Cochlodinium,polykrikoides,nd,dinoflagellates,22.5,0.395
129,Yamatogi (2005),Cochlodinium,polykrikoides,nd,dinoflagellates,15,0.143
129,Yamatogi (2005),Cochlodinium,polykrikoides,nd,dinoflagellates,22.5,0.41
129,Yamatogi (2005),Cochlodinium,polykrikoides,nd,dinoflagellates,15,0.181
129,Yamatogi (2005),Cochlodinium,polykrikoides,nd,dinoflagellates,20,0.395
129,Yamatogi (2005),Cochlodinium,polykrikoides,nd,dinoflagellates,12.5,0.062
129,Yamatogi (2005),Cochlodinium,polykrikoides,nd,dinoflagellates,15,0.181
129,Yamatogi (2005),Cochlodinium,polykrikoides,nd,dinoflagellates,17.5,0.31
129,Yamatogi (2005),Cochlodinium,polykrikoides,nd,dinoflagellates,30,0.495
129,Yamatogi (2005),Cochlodinium,polykrikoides,nd,dinoflagellates,12.5,0.076
129,Yamatogi (2005),Cochlodinium,polykrikoides,nd,dinoflagellates,25,0.481
129,Yamatogi (2005),Cochlodinium,polykrikoides,nd,dinoflagellates,27.5,0.581
129,Yamatogi (2005),Cochlodinium,polykrikoides,nd,dinoflagellates,25,0.529
129,Yamatogi (2005),Cochlodinium,polykrikoides,nd,dinoflagellates,15,0.133
129,Yamatogi (2005),Cochlodinium,polykrikoides,nd,dinoflagellates,27.5,0.543
129,Yamatogi (2005),Cochlodinium,polykrikoides,nd,dinoflagellates,25,0.514
129,Yamatogi (2005),Cochlodinium,polykrikoides,nd,dinoflagellates,25,0.495
129,Yamatogi (2005),Cochlodinium,polykrikoides,nd,dinoflagellates,27.5,0.548
129,Yamatogi (2005),Cochlodinium,polykrikoides,nd,dinoflagellates,30,0.548
129,Yamatogi (2005),Cochlodinium,polykrikoides,nd,dinoflagellates,30,0.514
129,Yamatogi (2005),Cochlodinium,polykrikoides,nd,dinoflagellates,27.5,0.614
129,Yamatogi (2005),Cochlodinium,polykrikoides,nd,dinoflagellates,30,0.51
129,Yamatogi (2005),Cochlodinium,polykrikoides,nd,dinoflagellates,20,0.395
129,Yamatogi (2005),Cochlodinium,polykrikoides,nd,dinoflagellates,22.5,0.395
129,Yamatogi (2005),Cochlodinium,polykrikoides,nd,dinoflagellates,20,0.381
129,Yamatogi (2005),Cochlodinium,polykrikoides,nd,dinoflagellates,17.5,0.329
129,Yamatogi (2005),Cochlodinium,polykrikoides,nd,dinoflagellates,12.5,0.081
129,Yamatogi (2005),Cochlodinium,polykrikoides,nd,dinoflagellates,15,0.214
129,Yamatogi (2005),Cochlodinium,polykrikoides,nd,dinoflagellates,17.5,0.295
129,Yamatogi (2005),Cochlodinium,polykrikoides,nd,dinoflagellates,22.5,0.429
129,Yamatogi (2005),Cochlodinium,polykrikoides,nd,dinoflagellates,12.5,0.095
129,Yamatogi (2005),Cochlodinium,polykrikoides,nd,dinoflagellates,17.5,0.262
129,Yamatogi (2005),Cochlodinium,polykrikoides,nd,dinoflagellates,22.5,0.443
129,Yamatogi (2005),Cochlodinium,polykrikoides,nd,dinoflagellates,22.5,0.414
129,Yamatogi (2005),Cochlodinium,polykrikoides,nd,dinoflagellates,20,0.376
129,Yamatogi (2005),Cochlodinium,polykrikoides,nd,dinoflagellates,20,0.362
129,Yamatogi (2005),Cochlodinium,polykrikoides,nd,dinoflagellates,17.5,0.281
129,Yamatogi (2005),Cochlodinium,polykrikoides,nd,dinoflagellates,27.5,0.529
129,Yamatogi (2005),Cochlodinium,polykrikoides,nd,dinoflagellates,25,0.448
132,Nishikawa & Yamaguchi (2006),Eucampia,zodiacus,Eucampia zodiacus,diatoms,8,0.682056648
132,Nishikawa & Yamaguchi (2006),Eucampia,zodiacus,Eucampia zodiacus,diatoms,9,0.73473582
132,Nishikawa & Yamaguchi (2006),Eucampia,zodiacus,Eucampia zodiacus,diatoms,12.5,0.94267992
132,Nishikawa & Yamaguchi (2006),Eucampia,zodiacus,Eucampia zodiacus,diatoms,15,1.26845901
132,Nishikawa & Yamaguchi (2006),Eucampia,zodiacus,Eucampia zodiacus,diatoms,25,2.09330394
132,Nishikawa & Yamaguchi (2006),Eucampia,zodiacus,Eucampia zodiacus,diatoms,20,2.13489276
138,Baek et al. (2008),Biceratium,furca,Biceratium furca,dinoflagellates,12,0.034
138,Baek et al. (2008),Biceratium,furca,Biceratium furca,dinoflagellates,14,0.208
138,Baek et al. (2008),Biceratium,furca,Biceratium furca,dinoflagellates,16,0.227
138,Baek et al. (2008),Biceratium,furca,Biceratium furca,dinoflagellates,30,0.267
138,Baek et al. (2008),Biceratium,furca,Biceratium furca,dinoflagellates,18,0.433
138,Baek et al. (2008),Biceratium,furca,Biceratium furca,dinoflagellates,20,0.435
138,Baek et al. (2008),Biceratium,furca,Biceratium furca,dinoflagellates,22,0.494
138,Baek et al. (2008),Biceratium,furca,Biceratium furca,dinoflagellates,26,0.521
138,Baek et al. (2008),Biceratium,furca,Biceratium furca,dinoflagellates,28,0.521
138,Baek et al. (2008),Biceratium,furca,Biceratium furca,dinoflagellates,24,0.574
139,Baek et al. (2008),Neoceratium,fusus,Neoceratium fusus,dinoflagellates,16,0.177
139,Baek et al. (2008),Neoceratium,fusus,Neoceratium fusus,dinoflagellates,30,0.217
139,Baek et al. (2008),Neoceratium,fusus,Neoceratium fusus,dinoflagellates,14,0.223
139,Baek et al. (2008),Neoceratium,fusus,Neoceratium fusus,dinoflagellates,18,0.271
139,Baek et al. (2008),Neoceratium,fusus,Neoceratium fusus,dinoflagellates,20,0.351
139,Baek et al. (2008),Neoceratium,fusus,Neoceratium fusus,dinoflagellates,22,0.364
139,Baek et al. (2008),Neoceratium,fusus,Neoceratium fusus,dinoflagellates,24,0.378
139,Baek et al. (2008),Neoceratium,fusus,Neoceratium fusus,dinoflagellates,28,0.465
139,Baek et al. (2008),Neoceratium,fusus,Neoceratium fusus,dinoflagellates,26,0.525
140,Suzuki & Takahashi (1995),Chaetoceros,pseudocurvisetus,Chaetoceros pseudocurvisetus,diatoms,30,1.031
140,Suzuki & Takahashi (1995),Chaetoceros,pseudocurvisetus,Chaetoceros pseudocurvisetus,diatoms,20,1.174
140,Suzuki & Takahashi (1995),Chaetoceros,pseudocurvisetus,Chaetoceros pseudocurvisetus,diatoms,25,1.622
146,Suzuki & Takahashi (1995),Skeletonema,costatum,Skeletonema costatum,diatoms,5,0.218
146,Suzuki & Takahashi (1995),Skeletonema,costatum,Skeletonema costatum,diatoms,10,0.682
146,Suzuki & Takahashi (1995),Skeletonema,costatum,Skeletonema costatum,diatoms,30,0.868
146,Suzuki & Takahashi (1995),Skeletonema,costatum,Skeletonema costatum,diatoms,15,1.02
146,Suzuki & Takahashi (1995),Skeletonema,costatum,Skeletonema costatum,diatoms,20,1.306
146,Suzuki & Takahashi (1995),Skeletonema,costatum,Skeletonema costatum,diatoms,25,1.492
169,Barker (1935),Peridinium,nd,Peridinium,dinoflagellates,8,0.142367241
169,Barker (1935),Peridinium,nd,Peridinium,dinoflagellates,25,0.215917506
169,Barker (1935),Peridinium,nd,Peridinium,dinoflagellates,10,0.253866724
169,Barker (1935),Peridinium,nd,Peridinium,dinoflagellates,25,0.303063174
169,Barker (1935),Peridinium,nd,Peridinium,dinoflagellates,10,0.361164849
169,Barker (1935),Peridinium,nd,Peridinium,dinoflagellates,12.5,0.36672428
169,Barker (1935),Peridinium,nd,Peridinium,dinoflagellates,15,0.368109322
169,Barker (1935),Peridinium,nd,Peridinium,dinoflagellates,10,0.38390093
169,Barker (1935),Peridinium,nd,Peridinium,dinoflagellates,15,0.40279488
169,Barker (1935),Peridinium,nd,Peridinium,dinoflagellates,12.5,0.403463105
169,Barker (1935),Peridinium,nd,Peridinium,dinoflagellates,15,0.449162963
169,Barker (1935),Peridinium,nd,Peridinium,dinoflagellates,20,0.501381165
169,Barker (1935),Peridinium,nd,Peridinium,dinoflagellates,20,0.572673027
169,Barker (1935),Peridinium,nd,Peridinium,dinoflagellates,18,0.591668012
169,Barker (1935),Peridinium,nd,Peridinium,dinoflagellates,20,0.62486834
169,Barker (1935),Peridinium,nd,Peridinium,dinoflagellates,18,0.664747706
169,Barker (1935),Peridinium,nd,Peridinium,dinoflagellates,18,0.685618914
169,Barker (1935),Peridinium,nd,Peridinium,dinoflagellates,18,0.727065399
170,Barker (1935),Prorocentrum,gracile,Prorocentrum gracile,dinoflagellates,8,0.089840704
170,Barker (1935),Prorocentrum,gracile,Prorocentrum gracile,dinoflagellates,10,0.107957142
170,Barker (1935),Prorocentrum,gracile,Prorocentrum gracile,dinoflagellates,20,0.360467742
170,Barker (1935),Prorocentrum,gracile,Prorocentrum gracile,dinoflagellates,20,0.430482871
170,Barker (1935),Prorocentrum,gracile,Prorocentrum gracile,dinoflagellates,18,0.56815069
170,Barker (1935),Prorocentrum,gracile,Prorocentrum gracile,dinoflagellates,18,0.5982869
170,Barker (1935),Prorocentrum,gracile,Prorocentrum gracile,dinoflagellates,18,0.63180355
170,Barker (1935),Prorocentrum,gracile,Prorocentrum gracile,dinoflagellates,18,0.642905964
171,Barker (1935),Prorocentrum,micans,Prorocentrum micans,dinoflagellates,10,0.080657903
171,Barker (1935),Prorocentrum,micans,Prorocentrum micans,dinoflagellates,8,0.09803374
171,Barker (1935),Prorocentrum,micans,Prorocentrum micans,dinoflagellates,10,0.099845335
171,Barker (1935),Prorocentrum,micans,Prorocentrum micans,dinoflagellates,10,0.126632651
171,Barker (1935),Prorocentrum,micans,Prorocentrum micans,dinoflagellates,12.5,0.220740667
171,Barker (1935),Prorocentrum,micans,Prorocentrum micans,dinoflagellates,12.5,0.255417112
171,Barker (1935),Prorocentrum,micans,Prorocentrum micans,dinoflagellates,15,0.261594738
171,Barker (1935),Prorocentrum,micans,Prorocentrum micans,dinoflagellates,15,0.300104592
171,Barker (1935),Prorocentrum,micans,Prorocentrum micans,dinoflagellates,20,0.352064331
171,Barker (1935),Prorocentrum,micans,Prorocentrum micans,dinoflagellates,15,0.359770149
171,Barker (1935),Prorocentrum,micans,Prorocentrum micans,dinoflagellates,18,0.381172416
171,Barker (1935),Prorocentrum,micans,Prorocentrum micans,dinoflagellates,20,0.381172416
171,Barker (1935),Prorocentrum,micans,Prorocentrum micans,dinoflagellates,18,0.401457087
171,Barker (1935),Prorocentrum,micans,Prorocentrum micans,dinoflagellates,18,0.463104888
171,Barker (1935),Prorocentrum,micans,Prorocentrum micans,dinoflagellates,20,0.468126869
171,Barker (1935),Prorocentrum,micans,Prorocentrum micans,dinoflagellates,25,0.518198378
171,Barker (1935),Prorocentrum,micans,Prorocentrum micans,dinoflagellates,25,0.542324291
171,Barker (1935),Prorocentrum,micans,Prorocentrum micans,dinoflagellates,25,0.554459661
173,Anderson (1985),Gyrodinium,uncatenum,Gyrodinium uncatenum,dinoflagellates,11.3,0.074166748
173,Anderson (1985),Gyrodinium,uncatenum,Gyrodinium uncatenum,dinoflagellates,13,0.166355323
173,Anderson (1985),Gyrodinium,uncatenum,Gyrodinium uncatenum,dinoflagellates,15,0.189922327
173,Anderson (1985),Gyrodinium,uncatenum,Gyrodinium uncatenum,dinoflagellates,18,0.254385015
173,Anderson (1985),Gyrodinium,uncatenum,Gyrodinium uncatenum,dinoflagellates,16,0.26062334
173,Anderson (1985),Gyrodinium,uncatenum,Gyrodinium uncatenum,dinoflagellates,19,0.289042374
173,Anderson (1985),Gyrodinium,uncatenum,Gyrodinium uncatenum,dinoflagellates,34,0.289042374
173,Anderson (1985),Gyrodinium,uncatenum,Gyrodinium uncatenum,dinoflagellates,31,0.34657359
173,Anderson (1985),Gyrodinium,uncatenum,Gyrodinium uncatenum,dinoflagellates,20,0.364595417
173,Anderson (1985),Gyrodinium,uncatenum,Gyrodinium uncatenum,dinoflagellates,22,0.381230949
173,Anderson (1985),Gyrodinium,uncatenum,Gyrodinium uncatenum,dinoflagellates,23,0.433910135
173,Anderson (1985),Gyrodinium,uncatenum,Gyrodinium uncatenum,dinoflagellates,30,0.445693637
173,Anderson (1985),Gyrodinium,uncatenum,Gyrodinium uncatenum,dinoflagellates,27,0.450545667
173,Anderson (1985),Gyrodinium,uncatenum,Gyrodinium uncatenum,dinoflagellates,25,0.462329169
173,Anderson (1985),Gyrodinium,uncatenum,Gyrodinium uncatenum,dinoflagellates,26,0.462329169
173,Anderson (1985),Gyrodinium,uncatenum,Gyrodinium uncatenum,dinoflagellates,33,0.462329169
173,Anderson (1985),Gyrodinium,uncatenum,Gyrodinium uncatenum,dinoflagellates,28.5,0.478271555
181,Hulburt (1982),Chaetoceros,lorenzianus,Chaetoceros lorenzianus,diatoms,14,0.415888308
181,Hulburt (1982),Chaetoceros,lorenzianus,Chaetoceros lorenzianus,diatoms,11,0.693147181
181,Hulburt (1982),Chaetoceros,lorenzianus,Chaetoceros lorenzianus,diatoms,17,0.831776617
181,Hulburt (1982),Chaetoceros,lorenzianus,Chaetoceros lorenzianus,diatoms,24,0.901091335
181,Hulburt (1982),Chaetoceros,lorenzianus,Chaetoceros lorenzianus,diatoms,33,1.386294361
181,Hulburt (1982),Chaetoceros,lorenzianus,Chaetoceros lorenzianus,diatoms,30,1.594238515
181,Hulburt (1982),Chaetoceros,lorenzianus,Chaetoceros lorenzianus,diatoms,27,1.732867951
188,Guillard & Ryther (1962),Conticribra,guillardii,Conticribra guillardii,diatoms,4,0.399252776
188,Guillard & Ryther (1962),Conticribra,guillardii,Conticribra guillardii,diatoms,25,0.937828135
188,Guillard & Ryther (1962),Conticribra,guillardii,Conticribra guillardii,diatoms,10,1.20954183
188,Guillard & Ryther (1962),Conticribra,guillardii,Conticribra guillardii,diatoms,20,1.449370755
188,Guillard & Ryther (1962),Conticribra,guillardii,Conticribra guillardii,diatoms,15,1.476403495
191,Maddux & Jones (1964),Cylindrotheca,closterium,Cylindrotheca closterium,diatoms,22.5,0.028419034
191,Maddux & Jones (1964),Cylindrotheca,closterium,Cylindrotheca closterium,diatoms,10,0.153185527
191,Maddux & Jones (1964),Cylindrotheca,closterium,Cylindrotheca closterium,diatoms,10,0.173979942
191,Maddux & Jones (1964),Cylindrotheca,closterium,Cylindrotheca closterium,diatoms,17.5,0.17467309
191,Maddux & Jones (1964),Cylindrotheca,closterium,Cylindrotheca closterium,diatoms,16,0.207251007
191,Maddux & Jones (1964),Cylindrotheca,closterium,Cylindrotheca closterium,diatoms,31,0.303598465
191,Maddux & Jones (1964),Cylindrotheca,closterium,Cylindrotheca closterium,diatoms,16,0.45470455
191,Maddux & Jones (1964),Cylindrotheca,closterium,Cylindrotheca closterium,diatoms,22.5,0.569766982
194,Ryther (1954),Phaeodactylum,tricornutum,Phaeodactylum tricornutum,diatoms,25,0.131697964
194,Ryther (1954),Phaeodactylum,tricornutum,Phaeodactylum tricornutum,diatoms,5,0.201012682
194,Ryther (1954),Phaeodactylum,tricornutum,Phaeodactylum tricornutum,diatoms,20,0.277258872
194,Ryther (1954),Phaeodactylum,tricornutum,Phaeodactylum tricornutum,diatoms,10,0.291121816
194,Ryther (1954),Phaeodactylum,tricornutum,Phaeodactylum tricornutum,diatoms,15,0.332710647
198,Guillard & Ryther (1962),Thalassiosira,pseudonana,Thalassiosira pseudonana,diatoms,4,0.146947202
198,Guillard & Ryther (1962),Thalassiosira,pseudonana,Thalassiosira pseudonana,diatoms,32.5,0.333405675
198,Guillard & Ryther (1962),Thalassiosira,pseudonana,Thalassiosira pseudonana,diatoms,32.5,0.348567212
198,Guillard & Ryther (1962),Thalassiosira,pseudonana,Thalassiosira pseudonana,diatoms,10,0.414142102
198,Guillard & Ryther (1962),Thalassiosira,pseudonana,Thalassiosira pseudonana,diatoms,10,0.44388468
198,Guillard & Ryther (1962),Thalassiosira,pseudonana,Thalassiosira pseudonana,diatoms,10,0.460587151
198,Guillard & Ryther (1962),Thalassiosira,pseudonana,Thalassiosira pseudonana,diatoms,10,0.465544097
198,Guillard & Ryther (1962),Thalassiosira,pseudonana,Thalassiosira pseudonana,diatoms,10,0.485358505
198,Guillard & Ryther (1962),Thalassiosira,pseudonana,Thalassiosira pseudonana,diatoms,8,0.49
198,Guillard & Ryther (1962),Thalassiosira,pseudonana,Thalassiosira pseudonana,diatoms,10,0.493987503
198,Guillard & Ryther (1962),Thalassiosira,pseudonana,Thalassiosira pseudonana,diatoms,17,0.496293381
198,Guillard & Ryther (1962),Thalassiosira,pseudonana,Thalassiosira pseudonana,diatoms,25,0.506690589
198,Guillard & Ryther (1962),Thalassiosira,pseudonana,Thalassiosira pseudonana,diatoms,32.5,0.512197205
198,Guillard & Ryther (1962),Thalassiosira,pseudonana,Thalassiosira pseudonana,diatoms,10,0.58
198,Guillard & Ryther (1962),Thalassiosira,pseudonana,Thalassiosira pseudonana,diatoms,15,0.596634192
198,Guillard & Ryther (1962),Thalassiosira,pseudonana,Thalassiosira pseudonana,diatoms,10,0.61
198,Guillard & Ryther (1962),Thalassiosira,pseudonana,Thalassiosira pseudonana,diatoms,15,0.620262791
198,Guillard & Ryther (1962),Thalassiosira,pseudonana,Thalassiosira pseudonana,diatoms,32.5,0.622674131
198,Guillard & Ryther (1962),Thalassiosira,pseudonana,Thalassiosira pseudonana,diatoms,15,0.628135687
198,Guillard & Ryther (1962),Thalassiosira,pseudonana,Thalassiosira pseudonana,diatoms,10,0.64
198,Guillard & Ryther (1962),Thalassiosira,pseudonana,Thalassiosira pseudonana,diatoms,15,0.662052061
198,Guillard & Ryther (1962),Thalassiosira,pseudonana,Thalassiosira pseudonana,diatoms,20,0.680670531
198,Guillard & Ryther (1962),Thalassiosira,pseudonana,Thalassiosira pseudonana,diatoms,10,0.709
198,Guillard & Ryther (1962),Thalassiosira,pseudonana,Thalassiosira pseudonana,diatoms,15,0.715582074
198,Guillard & Ryther (1962),Thalassiosira,pseudonana,Thalassiosira pseudonana,diatoms,32.5,0.728842735
198,Guillard & Ryther (1962),Thalassiosira,pseudonana,Thalassiosira pseudonana,diatoms,15,0.740308
198,Guillard & Ryther (1962),Thalassiosira,pseudonana,Thalassiosira pseudonana,diatoms,32.5,0.767661061
198,Guillard & Ryther (1962),Thalassiosira,pseudonana,Thalassiosira pseudonana,diatoms,15,0.821
198,Guillard & Ryther (1962),Thalassiosira,pseudonana,Thalassiosira pseudonana,diatoms,21,0.879603772
198,Guillard & Ryther (1962),Thalassiosira,pseudonana,Thalassiosira pseudonana,diatoms,25,0.89000098
198,Guillard & Ryther (1962),Thalassiosira,pseudonana,Thalassiosira pseudonana,diatoms,17,0.918420014
198,Guillard & Ryther (1962),Thalassiosira,pseudonana,Thalassiosira pseudonana,diatoms,15,0.921
198,Guillard & Ryther (1962),Thalassiosira,pseudonana,Thalassiosira pseudonana,diatoms,21,0.943373313
198,Guillard & Ryther (1962),Thalassiosira,pseudonana,Thalassiosira pseudonana,diatoms,20,0.964167728
198,Guillard & Ryther (1962),Thalassiosira,pseudonana,Thalassiosira pseudonana,diatoms,15,1.03
198,Guillard & Ryther (1962),Thalassiosira,pseudonana,Thalassiosira pseudonana,diatoms,25,1.049112443
198,Guillard & Ryther (1962),Thalassiosira,pseudonana,Thalassiosira pseudonana,diatoms,20,1.081943817
198,Guillard & Ryther (1962),Thalassiosira,pseudonana,Thalassiosira pseudonana,diatoms,20,1.101483867
198,Guillard & Ryther (1962),Thalassiosira,pseudonana,Thalassiosira pseudonana,diatoms,20,1.136658506
